canonical_id,title,author,orig_year,publication_year,description,source_flag,n_voters
K:d9e576e5e9b8,Cal,Bernard MacLaverty,1983,1983,"Cal, a young Catholic in 1980s Northern Ireland who served as getaway driver in the IRA killing of a policeman, falls in love with the dead man's widow Marcella while wracked by guilt. A novel of the Troubles and a doomed relationship.",Wikipedia,1
K:a3fdf9ab88d1,That Night,Alice McDermott,1987,1987,"A grown woman recalls a night in her 1960s Long Island suburb when Rick and his friends drove up looking for his girlfriend Sheryl, whose mother had sent her away after a pregnancy, sparking a brawl on the lawn. A novel narrated by a child who watched it happen.",Wikipedia,1
K:42fc701268b1,The Human Stain,Philip Roth,2000,2000,"Coleman Silk, a classics professor at a small Massachusetts college, is forced out after a remark deemed racist, concealing that he is a light-skinned Black man who has passed as white for decades, then takes up with a younger cleaning woman. Narrated by Nathan Zuckerman against the backdrop of the 1998 Clinton scandal.",Wikipedia,1
K:5e6a219f1f98,Wheat That Springeth Green,J. F. Powers,1975,1988,"Joe Hackett, a Midwestern boy who dreams of sainthood, becomes a Catholic priest, drifts into worldly comforts of baseball and beer as a suburban pastor, then moves toward a plainer faith. A novel tracing one priest's spiritual life across decades.",FLAG: csv year 1975 wrong; first published 1988 per Wikipedia,1
K:0b6de2d1f716,The Adventures of Tom Sawyer,Mark Twain,1876,1876,"Tom Sawyer, a mischievous boy in the Mississippi River village of St. Petersburg, tricks friends into whitewashing a fence, witnesses a graveyard murder by Injun Joe, runs off to play pirate, and hunts for buried treasure with Huckleberry Finn. A novel of boyhood along the river.",Wikipedia,1
K:d99a5155c78c,The Black Book,Orhan Pamuk,1990,1990,"Galip, an Istanbul lawyer whose wife Rüya has vanished, searches the city for her and for her half-brother Celal, a famous newspaper columnist who is also missing, eventually moving into Celal's flat and taking over his column. A novel that weaves stories of Istanbul into a search for identity.",Wikipedia,1
K:7218170b4f39,The haiku of Matsuo Basho,,,c. 1660–1694,"A collection of haiku by the Japanese master of the form, short seventeen-syllable poems on seasons, travel, and nature drawn from his life as a wandering poet. Verses by the figure regarded as the greatest writer of haiku.",FLAG: collection has no single EN Wikipedia page; grounded on Matsuo Bashō author article; year is span of his working life,1
K:980abe074752,"I, Claudius",Robert Graves,1934,1934,"Written as the secret memoir of the stammering, limping Claudius, dismissed as a fool by his family, the book recounts the murders, intrigues, and poisonings of the Julio-Claudian dynasty from Augustus through Caligula. A historical novel that won the James Tait Black Prize.",Wikipedia,1
K:57af164fa280,Eleven Kinds of Loneliness,Richard Yates,1962,1962,"Office clerks, soldiers, jazz musicians, and cab drivers move through New York and its suburbs in eleven stories, each centered on a person cut off from the people around them. The debut collection is known for its plain prose and its bleak portraits of mid-century American disappointment.",Wikipedia,1
K:22d8a45acf9c,The Three Musketeers,Alexandre Dumas,1844,1844,"In 1620s France, the young Gascon d'Artagnan travels to Paris to join the King's Musketeers and befriends Athos, Porthos, and Aramis, who together oppose Cardinal Richelieu and his agent Milady de Winter over a scandal involving the queen's diamonds. A historical adventure novel famous for the rallying cry ""all for one and one for all.""",Wikipedia,1
K:44a6e161192f,Mother's Milk,Edward St,2006,2006,"Across four successive Augusts from 2000 to 2003, Patrick Melrose watches his marriage strain as his wife devotes herself to their two young sons and his mother signs the family's French estate over to a New Age guru. The fourth Patrick Melrose novel, it was shortlisted for the Booker Prize.",Wikipedia,1
K:e544d536217c,Patrimony,Philip Roth,1991,1991,"A son cares for his eighty-six-year-old father as the retired insurance man declines from a brain tumor, recording his stubbornness, his memories, and the physical indignities of his final illness. A memoir about a father and son that won the National Book Critics Circle Award.",Wikipedia,1
K:02b36d7b19db,The Road to Wellville,T.C. Boyle,1993,1993,"At his Battle Creek sanitarium in 1907, the cereal magnate and health crusader John Harvey Kellogg subjects guests like the ailing Will Lightbody to enemas, electrotherapy, and a strict vegetarian regimen, while con men and rival cereal makers scheme nearby. A comic historical novel about the early American health-food industry.",Wikipedia,1
K:39ac4c40de96,The Confessions of Nat Turner,William Styron,1967,1967,"Awaiting execution in a Virginia jail in 1831, the enslaved preacher Nat Turner narrates the visions, grievances, and bloody slave rebellion that left dozens of white people dead in Southampton County. A first-person novel that won the Pulitzer Prize and drew sharp criticism from some Black writers for its portrayal of Turner.",Wikipedia,1
K:f5c99485bebc,Rites of Passage,William Golding,1980,1980,"Aboard a warship bound for Australia in the early nineteenth century, the young aristocrat Edmund Talbot keeps a journal recording the voyage and the humiliation and death of the clergyman Robert Colley at the hands of crew and passengers. The first book of the To the Ends of the Earth trilogy, it won the Booker Prize.",Wikipedia,1
K:965aa95cc729,The Rime of the Ancient Mariner,Samuel Taylor Coleridge,1798,1798,"An old sailor stops a wedding guest and tells how he shot an albatross at sea, dooming his ship to drift through becalmed and supernatural waters as his crewmates die and he alone survives to do penance. A long narrative poem that opened Lyrical Ballads and became a landmark of English Romanticism.",Wikipedia,1
K:b71de4b4c34d,Impressions of Africa,Raymond Roussel,1910,1910,"Shipwrecked European travelers stage an elaborate gala of bizarre performances and machines for the coronation of Talou VII in the imaginary African kingdom of Ponukele, after which the narrative doubles back to explain each spectacle. A novel built from a secret method of puns that influenced the Surrealists and Oulipo.",Wikipedia,1
K:1b84fbb9cd5b,Correction,Thomas Bernhard,1975,1975,"In a garret in an Austrian forest, an unnamed narrator sorts through the papers of his dead friend Roithamer, a scientist who built a perfect cone-shaped house for his sister and then, after her death, endlessly revised his manuscript before killing himself. A novel written in dense, looping prose obsessed with revision and self-correction.",Wikipedia,1
K:a18626111ae6,Stories and Texts for Nothing,Samuel Beckett,1955,1955,"Three stories follow expelled, wandering narrators through cities and rooms, paired with thirteen short prose pieces in which a disembodied voice circles the impossibility of speaking or existing. Originally written in French, the collection extends the bare, monologic style of the author's postwar fiction.",Wikipedia,1
K:13778f54d567,Woman Hollering Creek,Sandra Cisneros,1991,1991,"Mexican American girls and women across Texas and the border move through childhood, marriage, and disappointment in twenty-two stories, including one in which a young wife named Cleófilas flees an abusive husband. A story collection drawing on Chicana life and the folklore of La Llorona.",Wikipedia,1
K:afe7479aaf9f,Dhalgren,Samuel R. Delany,1974,1974,"A young amnesiac known only as the Kid arrives in Bellona, a midwestern city cut off from the rest of America by an unexplained catastrophe, where time and geography warp and he joins a roaming gang and writes poetry. A long, experimental science fiction novel known for its dense structure and circular ending.",Wikipedia,1
K:5e444245aa75,Dawn,Octavia Butler,1987,1987,"Centuries after a nuclear war, Lilith Iyapo wakes aboard the ship of the alien Oankali, who have saved humanity but intend to interbreed with the survivors before returning them to a healed Earth. The first novel of the Xenogenesis trilogy, it examines consent, race, and biological difference.",Wikipedia,1
K:2c5e83e0ac55,Texaco,Patrick Chamoiseau,1992,1992,"Marie-Sophie Laborieux recounts the founding and defense of Texaco, a shantytown on the edge of Fort-de-France, tracing her family from slavery through generations of struggle to build a community against demolition. A novel mixing French and Creole that won the Prix Goncourt.",Wikipedia,1
K:e50b74904533,The Woman Warrior,Maxine Hong Kingston,1976,1976,"A Chinese American girl growing up in California weaves her mother's ""talk-stories,"" family history, and Chinese legend into five linked accounts, including the tale of a woman warrior and a suicidal ""no-name"" aunt. A memoir that blends autobiography and myth and helped define Asian American literature.",Wikipedia,1
K:7787f9851a27,Distant Star,Roberto Bolaño,1996,1996,"The narrator Arturo B. traces the career of Carlos Wieder, a pilot and poet who exploits the 1973 Chilean coup to write verse in the sky while murdering women, until a detective sets out to track him down years later. A short novel about art, fascism, and violence under the Pinochet dictatorship.",Wikipedia,1
K:c4f21abbbc5f,The Children's Bach,Helen Garner,1984,1984,"In suburban Melbourne, the settled marriage of Athena and Dexter is unsettled when Dexter's old friend Elizabeth arrives with her sister, her lover Philip, and his young daughter, drawing the couple into new desires and values. A short novel about music, family, and ordinary domestic life.",Wikipedia,1
K:d0df8db93983,Train Dreams,Denis Johnson,2011,2011,"Robert Grainier, a day laborer in the early twentieth-century American West, loses his wife and daughter to a wildfire and lives out his days alone in the woods of Idaho among loggers, railroads, and his own grief. A novella that was a Pulitzer Prize finalist.",Wikipedia,1
K:6271ee36187d,Binocular Vision: New and Selected Short Stories,Edith Pearlman,2011,2011,"Thirty-four stories span Jewish family life, wartime Europe, and the fictional Boston suburb of Godolphin, following ordinary people through love affairs, displacement, and small reckonings. A career-spanning collection of new and selected stories that won the National Book Critics Circle Award.",Wikipedia,1
K:231bca317353,Lucy Gayheart,Willa Cather,1935,1935,"Lucy Gayheart, a young woman from a small Nebraska town, goes to Chicago to study music and falls in love with an aging singer, a passion that pulls her away from her hometown and a steady local suitor. A late novel about ambition, longing, and small-town life.",Wikipedia,1
K:0dc8a61b0116,McKay's Bees,Thomas McMahon,1979,1979,"In 1855, Gordon McKay leads his wife, her twin brother, and a band of German craftsmen from Massachusetts to Kansas to found a town and make a fortune from beekeeping, only to face border violence, disease among the hives, and his own unraveling. A historical novel that mingles fictional settlers with figures like Thoreau and John Brown.",Wikipedia,1
K:baf4e47c178b,The Little Disturbances of Man,Grace Paley,1959,1959,"Men and women in and around New York talk their way through love affairs, marriages, and family troubles in ten stories, several narrated by sharp-tongued Bronx and Greenwich Village women. A debut collection known for its comic, vernacular voices.",Wikipedia,1
K:8e2c404ad22c,Starting Out in the Evening,Brian Morton,1997,1997,"Heather Wolfe, an ambitious graduate student, talks the forgotten elderly novelist Leonard Schiller into helping with her thesis, and their sessions reshape his life and that of his daughter Ariel before a stroke intervenes. A novel about literary ambition, aging, and reputation.",Wikipedia,1
K:ecda3b6d23cc,My Life and Other Stories,Anton Chekhov,,1896–1899,"A provincial governor's son rejects his class to work as a common house-painter in ""My Life,"" joined by other stories of Russian peasants, doctors, and disappointed lovers from the author's mature period. The title novella and its companions depict everyday Russian provincial life around the turn of the century.","FLAG: compilation collection assembled by later editors; title story ""My Life"" (1896) plus other stories; no single original-publication Wikipedia page for this exact collection",1
K:ca1e830c3408,Collected Poems of Elizabeth Bishop,Elizabeth Bishop,,1927–1979,"Poems set in Nova Scotia, Florida, and Brazil observe fish, maps, filling stations, and lost things with exact, restrained attention, gathering work written across the poet's life including ""The Fish,"" ""The Moose,"" and ""One Art."" A posthumous collected edition of a major American poet's verse.","FLAG: title is a collected/complete edition (The Complete Poems 1927-1979, 1983) rather than a single original work; grounded in Wikipedia coverage of the poet and the editions",1
OL:OL5721472W,Scoop,Evelyn Waugh,1938,1938,"John Boot, a mild nature columnist, is mistaken for a famous novelist and dispatched by a London newspaper to cover a civil war in the fictional African country of Ishmaelia, where bungling reporters invent the news they file. A satire of Fleet Street and foreign correspondence.",Wikipedia,1
K:3b88c3e85b6a,The Life of Henri Brulard,Stendhal,1890,1890,"Looking back from middle age, the narrator recounts his unhappy childhood in Grenoble, his hatred of his father, and his joy at joining Napoleon's army on its march into Italy. An unfinished autobiography written in the 1830s and published decades after the author's death.",Wikipedia,1
K:9104123dca5b,The Bottle Factory Outing,Beryl Bainbridge,1974,1974,"Two London bottle-factory workers, Freda and Brenda, join a staff outing into the English countryside that goes wrong, ending in death and a clumsy attempt to dispose of a body. A short comic novel that won the Guardian Fiction Prize.",Wikipedia,1
K:66969004ba8b,The Death of A Beekeeper,Lars Gustafsson,1978,1978,"Told through the recovered notebooks of Lars Lennart Westin, a divorced former schoolteacher who keeps bees by a Swedish lake, the book follows his thoughts after he learns he has terminal cancer and chooses not to seek treatment. A novel about solitude, pain, and mortality.",Wikipedia,1
K:0698a31697cc,Wolf Whistle,Lewis Nordan,1993,1993,"In Arrow Catcher, Mississippi, in 1955, a Black boy called Bobo is murdered for whistling at a white woman and his killers are tried and acquitted, witnessed by townspeople including the teacher Alice Conroy. A novel that fictionalizes the murder of Emmett Till using elements of magic realism.",Wikipedia,1
K:307944949e96,With,Donald Harrington,2004,2004,"After a state trooper named Sog Alan abducts eight-year-old Robin Kerr to a remote Ozark mountaintop and then dies, she grows to adulthood alone in the wild, kept company by animals and the ghost of a boy who once lived there. A novel set in the author's invented Arkansas town of Stay More.",Wikipedia,1
K:7e4cb1cf59ac,Taking Care,Joy Williams,1982,1982,"Ordinary people face illness, marriage, and loss in sixteen stories, including a lay preacher caring for his infant granddaughter while his wife is hospitalized. A collection known for its oblique, unsettling treatment of domestic life.",Wikipedia,1
K:1dc5ba74ec0c,The Comedians,Graham Greene,1966,1966,"Brown, an English hotel owner, returns to Port-au-Prince under François Duvalier and the Tontons Macoutes, finding a government minister dead in his pool and his lover Martha married to a South American ambassador, while a con man named Jones drifts toward the rebels. A novel set in Haiti to attack the Duvalier regime, which condemned the book in response.",Wikipedia,1
K:3a143b2c0545,Ninety-two in the Shade,Thomas McGuane,1973,1973,"Thomas Skelton, a college dropout in Key West, decides to set up as a skiff fishing guide despite a death threat from the established guide Nichol Dance, who has already killed a man and burns Skelton's boat. The standoff between the two builds toward a violent end.",Wikipedia,1
K:1f288c612b3c,Phineas Finn: The Irish Member,Anthony Trollope,1869,1869,"Phineas Finn, a young Irishman newly admitted to the bar, wins a seat in the British Parliament and rises through London political society while entangled with Lady Laura Standish, Violet Effingham, and Madame Max Goesler before resigning over the question of Irish tenant rights. The second of the Palliser political novels.",Wikipedia,1
K:2269bb9ee4d7,Pictures from an Institution,Randall Jarrell,1954,1954,"At Benton, an exclusive women's college, an unnamed narrator records the academic year and the arrival of novelist Gertrude Johnson, who mines the place for her next book, among a cast of professors and their families. A campus satire built from character sketches rather than plot.",Wikipedia,1
K:e7524b57d0d3,Adolphe,Benjamin Constant,1816,1816,"Adolphe, a restless young man, seduces Ellénore, the older mistress of a count, then finds himself trapped in a relationship he no longer wants, unable to leave her even as his pursuit of a career pulls them apart. A short French novel known for its analysis of a failing love affair.",Wikipedia,1
K:d2e22cdb10e6,Anton Reiser,Karl Philipp Moritz,,1790,"Anton Reiser endures a harsh Pietist childhood in Hanover and a miserable apprenticeship as a hatter in Brunswick, escaping into books and an obsession with the theatre as he wanders in pursuit of an acting career. One of the earliest psychological novels, drawn closely from its author's own life.",Wikipedia,1
K:d1f9c293a49b,The Golovlyev Family,Mikhail Saltykov,1876,1880,"On the Golovlyovo estate, the matriarch Arina Petrovna rules her serfs and family until power passes to her hypocritical, pious son Porfiry, nicknamed Little Judas, whose scheming accompanies the family's drinking, ruin, and successive deaths. A Russian novel about the decay of a landowning family.",Wikipedia,1
K:cd83dfc92563,The Tale of the Genji,Shikibu Murasaki,,c. 1010,"Hikaru Genji, the handsome son of an emperor and a low-ranking concubine, is made a commoner and moves through the Heian court in a long series of love affairs, including his marriage to the young Murasaki, while the later chapters follow his descendants. Often called the world's first novel.",Wikipedia,1
K:20113bd8060f,The Dukays,Lajos Zilahy,1949,1949,"Count István Dukay and Countess Menti ignore the collapse of their world as their four children scatter across interwar and wartime Europe, from a daughter in love with a dying monarch to a son drawn into Nazism. A novel tracing the decline of a Hungarian aristocratic family after the First World War.","FLAG: no English Wikipedia page — used Kirkus, Goodreads, and the author's English Wikipedia page",1
K:2118bf5ef223,Effi Briest,Theodor Fontane,1896,1895,"Seventeen-year-old Effi Briest is married off to the much older Baron von Innstetten and moves to a remote Pomeranian town, where loneliness leads to a brief affair with Major Crampas; years later her husband finds the letters, kills Crampas in a duel, and casts Effi out. A German realist novel of marriage and adultery.",Wikipedia,1
K:fec9ed81ecd9,The Maias,Eca de Queiroz,1888,1888,"In nineteenth-century Lisbon, the aristocrat Carlos da Maia idles away his days with his friend João da Ega and falls in love with Maria Eduarda, not knowing she is his sister, bringing tragedy to the last generation of the declining Maia family. A Portuguese realist novel satirizing Lisbon society.",Wikipedia,1
K:db109b1e87a7,Bhagavadgita,,,c. 1st–2nd century CE,"On the field of Kurukshetra, the warrior Arjuna falters before battle against his own kinsmen, and his charioteer Krishna, an avatar of Vishnu, counsels him on duty, action, and devotion across eighteen chapters of verse. A Hindu scripture embedded in the Mahabharata that sets out core ideas of dharma and yoga.",Wikipedia,1
K:128cdaa33246,Mahabharata,,,c. 400 BCE–400 CE,"Two branches of a royal family, the Pandavas and the Kauravas, quarrel over the throne of Hastinapura until their dispute erupts into the great war at Kurukshetra, told across roughly 100,000 verses interwoven with myth, genealogy, and moral discourse. One of the two major Sanskrit epics of ancient India.",Wikipedia,1
K:b691062fe51f,Galpo Guccho,Rabindranath Tagore,1912,1891–1917,"Across eighty-four stories set largely in rural Bengal, ordinary people face poverty, marriage, caste, and the pull of modern ideas, observed against the riverside landscape of their villages. A three-volume collection that remains among the most widely read works of Bengali short fiction.",Wikipedia,1
K:4c98833a4f69,The Selected Poems of Pablo Neruda,Pablo Neruda,1970,1970,"A bilingual selection drawing on the full range of the Chilean poet's career, from early love poems and the surrealist Residence on Earth to the political Canto General and the everyday Elemental Odes, with Spanish and English on facing pages. A comprehensive single-volume anthology of his poetry.",FLAG: no English Wikipedia page for this anthology — used publisher and bibliographic records and the poet's English Wikipedia page,1
K:2a36d724bd0a,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,1997,1997,"A spiritual teacher lays out, partly in question-and-answer form, the idea that emotional suffering comes from identifying with the mind and that liberation lies in living fully in the present moment, with exercises and concepts such as the ""pain-body."" A self-help book drawing on Buddhist and other spiritual traditions.",Wikipedia,1
K:08cd5694dbf4,The Executioner's Song,Norman Mailer,1979,1979,"Across Utah and the Western states, the paroled convict Gary Gilmore commits two murders, is sentenced to death, and demands his own execution by firing squad rather than appeal, in the first U.S. execution after the death penalty's reinstatement. A documentary novel assembled from interviews and records that won the Pulitzer Prize.",Wikipedia,1
K:99a3f7848da8,The Quiet American,Graham Greene,1956,1955,"Thomas Fowler, a jaded British journalist in 1950s Saigon, watches the idealistic young American Alden Pyle, a covert CIA agent, draw close to his Vietnamese companion Phuong and meddle in the war as French colonial rule collapses. A novel that anticipated American involvement in Vietnam.",Wikipedia,1
K:ab419a1d43cc,Jazz,Toni Morrison,1992,1992,"In 1920s Harlem, the salesman Joe Trace shoots his teenage lover Dorcas, and his wife Violet slashes the dead girl's face at the funeral, after which the narrative reaches back through their pasts into the nineteenth-century South. The second novel in a trilogy that began with Beloved.",Wikipedia,1
K:0906563c5cec,Stop-Time,Frank Conroy,1967,1967,"A man recalls his poor, unsettled childhood and adolescence shuttling between New York City and rural Florida, including a difficult stepfather and an institutionalized father, in episodes told with the detail of fiction. A memoir that influenced many later American writers.",Wikipedia,1
K:560a5a213fc5,Saturday,Ian McEwan,2005,2005,"Henry Perowne, a London neurosurgeon, moves through a single Saturday in February 2003 as an anti-war march fills the streets, his day disrupted by a car accident and a violent confrontation with a man named Baxter that follows him home. A novel set on one day against the run-up to the Iraq War.",Wikipedia,1
K:a90d7fbfdbe6,Sleepless Nights,Elizabeth Hardwick,1979,1979,"A woman named Elizabeth looks back over her life in fragments, recalling her Kentucky childhood, years in New York, Amsterdam, and Boston, and the men and women she has known, in a book that abandons plot for memory. An early example of what is now called autofiction.",Wikipedia,1
K:7ebf1ebfbc39,Speedboat,Renata Adler,1976,1976,"Jen Fain, a young New York journalist, narrates her life in disconnected fragments, observations, and vignettes spanning boarding school, teaching, political speechwriting, and city life, with no continuous storyline. A novel built from episodic fragments that won the Hemingway Award for a first novel.",Wikipedia,1
K:89f0af62ddc6,The Furies,Janet Hobhouse,1993,1993,"Helen, the last of several generations of New York women who flee mothers they cannot live with, recalls a chaotic childhood, an English education at Oxford, a marriage to the wealthy Edward, her mother's suicide, and her own brush with cancer. An autobiographical novel published after its author's death.","FLAG: no English Wikipedia page for the novel — used the author's English Wikipedia page, Kirkus, and NYRB",1
K:431d0058d78e,Beautiful Ruins,Jess Walter,2013,2012,"In 1962, an Italian innkeeper named Pasquale watches a dying American starlet arrive by boat at his tiny coastal village, a chance encounter that the novel traces across fifty years and into present-day Hollywood, with the filming of Cleopatra in the background. A satire of fame that moves between Italy and Hollywood.",Wikipedia,1
K:4d5d604ff4ca,Runaway,Alice Munro,2004,2004,"Across eight stories, including a linked trio about a woman named Juliet, characters confront marriage, escape, and betrayal, among them a young wife who cannot bring herself to leave her husband. A collection that won the Giller Prize.",Wikipedia,1
K:7b9f9939d12b,The Book of Laughter and Forgetting,Milan Kundera,1978,1979,"In seven loosely linked parts, Czech characters under Communist rule try to recover or erase love letters, memories, and a vanished past, among them the dissident Mirek and the widow Tamina, in a book the author compared to a musical composition. A novel about memory, laughter, and political forgetting.",Wikipedia,1
K:084e65163770,The Green House,Mario Vargas Llosa,1965,1966,"Over some forty years in Peru, intertwined stories link the desert town of Piura, where a man builds a brothel called the Green House, with the Amazon jungle near the Marañón, following nuns, smugglers, soldiers, and an Indian girl. A novel told through fragmented, shifting timelines.",Wikipedia,1
K:e755c669d849,Dune,Frank Herbert,1965,1965,"On the desert planet Arrakis, the only source of the spice melange, young Paul Atreides survives the betrayal and murder of his father, flees into the dunes with his mother, and joins the Fremen as he rises to lead them and seize control of the empire. One of the best-selling science fiction novels.",Wikipedia,1
K:3b1ea60fa0c9,Red Dragon,Thomas Harris,1981,1981,"Retired FBI profiler Will Graham is drawn back to hunt a serial killer who slaughters whole families at the full moon, consulting the imprisoned cannibal Hannibal Lecter for insight while the killer, Francis Dolarhyde, acts out a delusion drawn from a William Blake painting. The first novel to feature Lecter.",Wikipedia,1
K:b16667acb539,The Thin Red Line,James Jones,1962,1962,"C-for-Charlie Company lands on Guadalcanal and fights its way across the island against entrenched Japanese forces, with men such as Captain Stein and First Sergeant Welsh facing fear, exhaustion, and death. A World War II novel drawn from its author's combat experience.",Wikipedia,1
K:37f1230ecf68,Fear of Flying,Erica Jong,1973,1973,"Isadora Wing, a twenty-nine-year-old poet, flies to a psychoanalysts' conference in Vienna with her husband and embarks on an affair, narrating her sexual fantasies and her search for freedom from conventional marriage. A novel known for its frank treatment of female sexuality and its place in second-wave feminism.",Wikipedia,1
K:1a1889c95894,The Silence of the Lambs,Thomas Harris,1988,1988,"FBI trainee Clarice Starling is sent to interview the imprisoned cannibal Hannibal Lecter for help catching a serial killer called Buffalo Bill, who skins his female victims, trading personal disclosures for Lecter's clues. The sequel to Red Dragon and the best-known book in the Lecter series.",Wikipedia,1
K:21a1935dbe9f,Stranger in a Strange Land,Robert A. Heinlein,1961,1961,"Valentine Michael Smith, born on Mars and raised by Martians, comes to Earth as a young man and, baffled by human customs, gathers followers and founds a Martian-influenced Church of All Worlds. A science fiction novel that uses Smith's outsider view to question religion, money, monogamy, and death, and that coined the word ""grok.""",Wikipedia,1
K:90279cddc790,Fuzz,Ed McBain,1968,1968,"In the 87th Precinct, detectives receive extortion notes demanding money or city officials will be killed, and the assassinations begin, pointing to their recurring nemesis the Deaf Man, while Carella goes undercover to catch someone setting sleeping vagrants on fire. One of the 87th Precinct police procedurals, the fourth to feature the Deaf Man.",Wikipedia,1
K:e46b6ba3a6a4,Alligator,Shelley Katz,1977,1977,"When a huge alligator begins killing in the Florida swamplands, wealthy Rye Whitman hires the local guide Lee Ferris to hunt it, and the two men are driven together by mutual need and hatred through storms, fire, and bloodshed. A killer-creature thriller released in the wake of Jaws that questions whether the hunters or the beast are the real monsters.","FLAG: no English Wikipedia page — used Goodreads, SpookyBooky review, publisher listings",1
K:7cf4197a34ab,The Sum of All Fears,Tom Clancy,1991,1991,"Jack Ryan, now Deputy Director of the CIA, works to defuse a Middle East crisis as Palestinian and former East German terrorists detonate a nuclear bomb at the Super Bowl in Denver and stage a false-flag attack to push the United States and Soviet Union toward nuclear war. A political thriller and the sixth Jack Ryan novel.",Wikipedia,1
K:32360bf742ca,The Emigrants,W. G. Sebald,1992,1992,"A narrator recounts the lives of four Jewish émigrés who left Germany for England and the United States, piecing together their histories of exile, memory, and loss alongside unlabeled black-and-white photographs. A prose work that blends biography, fiction, and documentary and deals with the long aftermath of the Holocaust.",Wikipedia,1
K:15dff4e8c1b2,A Legacy,Sybille Bedford,1956,1956,"Two very different German families joined by marriage, the wealthy Jewish Merzes of Berlin and the Catholic aristocratic von Feldens of Baden, move through tumults and tragedies in the decades before the First World War, narrated by Francesca, daughter of Baron Julius von Felden. A semi-autobiographical novel based on the author's own family.",Wikipedia,1
K:17da81fb1052,The Duel,Anton Chekhov .,1891,1891,"In a seaside town in the Caucasus, the disillusioned civil servant Laevsky tires of his married mistress Nadezhda and runs up debts, while the Social Darwinist zoologist Von Koren goads him into a duel. A novella that contrasts their opposed worldviews and ends with Laevsky's chastened change of heart.",Wikipedia,1
K:ac3c75abbf8c,"W, or The Memory of Childhood",Georges Perec,1975,1975,"Alternating chapters pair the author's uncertain memories of his French wartime childhood with a fictional account of W, an island off Tierra del Fuego founded by Olympic enthusiasts where life is organized entirely around brutal athletic competition. A work that uses the island as an allegory for totalitarian regimes and the Nazi camps.",Wikipedia,1
K:76f8b9527010,The Sheltering Sky,Paul Bowles,1949,1949,"Port and Kit Moresby, a married American couple from New York, travel into the North African desert with their friend Tunner, their marriage fraying as they move deeper into the Sahara until Port's stolen passport and a bout of meningitis turn the journey deadly. A first novel about alienation and disintegration among Western travelers in postwar Algeria and Morocco.",Wikipedia,1
K:224747d4604b,Going to Meet the Man,James Baldwin,1965,1965,"Eight stories range from Black boys growing up in Harlem to a jazz pianist's struggle with addiction in ""Sonny's Blues"" and a white Southern deputy's memories of a lynching in the title story. The author's only collection of short fiction, gathering work published between 1948 and 1965.",Wikipedia,1
K:76d530224b46,Tennessee Williams: Plays 1937–1955,,1944,1937–1955,"Collects the early and major plays, among them The Glass Menagerie, A Streetcar Named Desire, Summer and Smoke, The Rose Tattoo, Camino Real, and Cat on a Hot Tin Roof, along with earlier works such as Spring Storm and Battle of Angels. A Library of America volume covering the dramatist's rise and most celebrated period.","FLAG: anthology, no single-work English Wikipedia page — used Library of America and bookseller listings",1
K:e64e736a51a8,The Book of Love: Poems of Ecstasy and Longing,Rumi,,2003,"A themed selection of love poems by the thirteenth-century Persian Sufi mystic, arranged around states of love from sudden infatuation and union to grief and friendship, in English versions by Coleman Barks. A popular modern compilation of the poet's verse on human and divine love.","FLAG: no English Wikipedia page — used publisher, Amazon, Goodreads listings",1
K:990969c891b1,Sophie’s Choice,William Styron,1979,1979,"In a Brooklyn boardinghouse in 1947, the young Southern writer Stingo befriends the Polish Catholic Auschwitz survivor Sophie Zawistowska and her brilliant, unstable Jewish lover Nathan Landau, and learns of the impossible choice Sophie was forced to make at the camp. A novel about the Holocaust and its aftermath that won the National Book Award.",Wikipedia,1
K:fa54fed8dbb3,A Confederacy of Dunces,John Kennedy Toole,1980,1980,"Ignatius J. Reilly, an overweight, misanthropic medieval scholar who lives with his mother in early-1960s New Orleans, is pushed to find work and stumbles through misadventures with French Quarter characters. A picaresque comic novel published after the author's death that won the Pulitzer Prize.",Wikipedia,1
K:7080743d9f68,The Sot-Weed Factor,John Barth,1960,1960,"A fictionalized Ebenezer Cooke is named Poet Laureate of Maryland and sails from London to the colony to write its praises, undergoing a sprawling series of adventures while striving to keep his virginity. A long satirical novel written in mock eighteenth-century style that marked the author's turn to postmodernism.",Wikipedia,1
K:d5042792cf40,Some Other Place. The Right Place,Donald Harington,1972,1972,"Just out of Sarah Lawrence, Diana discovers that eighteen-year-old Day can, under hypnosis, become her dead grandfather Daniel Lyam Montross, and the two travel to the places he lived as Day reveals Montross's full life story. A novel of reincarnation, suppressed memory, and family secrets told across musical movements.",Wikipedia,1
K:aa06efa6ffb9,Answered Prayers,Truman Capote,1987,1987,"P.B. Jones, a bisexual hustler and would-be writer, moves through the literary and high-society world of mid-century New York, recounting scandalous confidences drawn from the rich and famous. An unfinished novel published after the author's death, including the chapter that exposed his socialite friends.",Wikipedia,1
K:6071bcc4c2a5,The Ice Age,Margaret Drabble,1977,1977,"Anthony Keating, a former BBC producer turned property developer, takes stock of his life from a Yorkshire cottage after a heart attack while his friends face IRA bombings, collapsing property deals, and a daughter imprisoned behind the Iron Curtain. A state-of-England novel set during the economic crises of 1970s Britain.",Wikipedia,1
